0.022389888763427734,1800,199.87967129331082,
0.0371861457824707,3824,177.23473676189315,
0.04998588562011719,5364,286.5597869642079,

Size,100,
Time,Length,Cost,Score,
0.08130865097045899,7352.4,308.31633480856544,1183383.2808066502,
0.1083371639251709,8115,369.26323408653843,
0.09481310844421387,7635,289.936668779701,
0.07504606246948242,7417,295.4185301391408,
0.08001518249511719,8378,309.98528791358694,
0.04833173751831055,5217,276.97795312386006,

Bidirectional Manhattan
Size,10,
Time,Length,Cost,Score,
0.0010675907135009766,48.0,112.55618834688866,368394.1150306251,
0.0011370182037353516,58,104.40088123083115,
0.0010979175567626953,43,152.8971031308174,
0.0005319118499755859,29,70.46362459659576,
0.0013811588287353516,54,131.01671500931843,
0.0011899471282958984,56,104.00261776688055,

Size,25,
Time,Length,Cost,Score,
0.005331993103027344,169.2,150.9085276535312,552071.881721207,
0.016103029251098633,322,254.28224205505103,
0.0008640289306640625,49,55.994347273372114,
0.003083944320678711,118,135.23641305277124,
0.005316972732543945,282,252.30892095182568,
0.0012919902801513672,75,56.72071493463591,

Size,40,
Time,Length,Cost,Score,
0.005391359329223633,242.0,174.3169682071144,262916.5373222956,
0.0058438777923583984,221,107.35560241620988,
0.007402896881103516,339,277.92382833248485,
0.004106998443603516,218,91.18444228777662,
0.0007178783416748047,40,40.720480754971504,
0.00888514518737793,392,354.4004872441292,

Size,55,
Time,Length,Cost,Score,
0.012988471984863281,322.0,120.9942002655007,0.041822879791259766,
0.013962268829345703,620,142.02456935774535,
0.004909038543701172,246,84.16587514104322,
0.0052030086517333984,179,70.73977466672659,
0.035650014877319336,295,117.77593504171818,
0.005218029022216797,270,190.26484712027013,

Size,70,
Time,Length,Cost,Score,
0.03702630996704102,1029.6,243.35858698608354,410303.8171552012,
0.03084087371826172,1131,227.63160407776013,
0.0496981143951416,855,265.90909981168807,
0.05268979072570801,1558,276.01753216004,
0.04488992691040039,1251,202.90966226253659,
0.007012844085693359,353,244.32503661839291,

Size,85,
Time,Length,Cost,Score,
0.07323799133300782,1929.0,320.5412997518142,764829.9024301604,
0.06837916374206543,2026,272.4883067677729,
0.03588986396789551,1158,330.55425086058676,
0.14016008377075195,2760,492.26848975216853,
0.07118701934814453,2114,288.45053878845647,
0.05057382583618164,1587,218.94491259008646,

Size,100,
Time,Length,Cost,Score,
0.03450808525085449,1076.0,201.91436201368924,119357.94602763145,
0.03490781784057617,1035,189.99194201489445,
0.055043935775756836,1658,213.06624249788,
0.03582501411437988,1152,201.77142926026136,
0.00506281852722168,229,200.87072658352554,
0.04170083999633789,1306,203.87146971188486,

Bidirectional Euclidean
Size,10,
Time,Length,Cost,Score,
0.0009675025939941406,43.8,89.24339039477343,135266.13542079533,
0.0009808540344238281,50,98.20827662944794,
0.0006659030914306641,34,70.20030688195035,
0.0012137889862060547,51,92.98834751992032,
0.0013301372528076172,58,114.10452341361449,
0.0006468296051025391,26,70.71549752893404,

Size,25,
Time,Length,Cost,Score,
0.0028530120849609374,108.4,115.11957417973971,194182.341054225,
0.0025310516357421875,97,108.9881266670163,
0.0061910152435302734,191,222.2317647538148,
0.002231121063232422,103,69.66014170786366,
0.0015609264373779297,72,87.56508025573567,
0.001750946044921875,79,87.15275751426816,

Size,40,
Time,Length,Cost,Score,
0.010924053192138673,400.6,153.69291872670874,56676.07323290652,
0.016987085342407227,565,217.2423341218382,
0.008886098861694336,375,183.1593459751457,
0.01355886459350586,511,222.11482364684343,
0.012835025787353516,456,81.52683462481946,
0.002353191375732422,96,64.4212552648969,

Size,55,
Time,Length,Cost,Score,
0.013611793518066406,456.4,184.2996735200286,633054.7946695046,
0.010795116424560547,432,186.47041411371902,
0.00887298583984375,339,160.9853576333262,
0.009028196334838867,317,115.69244322599843,
0.009671926498413086,384,198.86067184153944,
0.02969074249267578,810,259.48948078555986,

Size,70,
Time,Length,Cost,Score,
0.05759186744689941,1470.0,308.95382880116813,1066256.7006836112,
0.04644012451171875,1326,325.93309315270744,
0.07339167594909668,1846,281.3036528136581,
0.050836801528930664,1154,399.5518664061092,
0.03345775604248047,1030,230.1115540601313,
0.08383297920227051,1994,307.8689775732346,

Size,85,
Time,Length,Cost,Score,
0.10277700424194336,2268.2,299.6944876976777,556362.7003159524,
0.09035396575927734,2135,317.0659307402093,
0.0964200496673584,2380,319.79227744275704,
0.16002488136291504,3038,279.58967928076163,
0.10935425758361816,2210,306.69469093554653,
0.05773186683654785,1578,275.32986008911394,

Size,100,
Time,Length,Cost,Score,
0.09429488182067872,1771.0,189.97860454162583,1.6699623570442201,
0.2111649513244629,3139,222.4730439693667,
0.077545166015625,1751,173.79656571603846,
0.05979204177856445,1563,224.02741495112423,
0.06208992004394531,1361,184.91623413283378,
0.0608823299407959,1041,144.67976393876597,

