Time,Length,Cost,Score,
0.0044329166412353516,356.4,2566.190306922957,24704889.68119265,
0.0035848617553710938,243,2316.34400610812,
0.006767988204956055,539,3210.251271862071,
0.003898143768310547,325,2777.3889464482527,
0.003847837448120117,288,2769.3335936497897,
0.004065752029418945,387,1757.633716546552,

Size,40,
Time,Length,Cost,Score,
0.008869409561157227,775.6,3502.4551201893146,33544298.112888347,
0.005151033401489258,411,4467.701352710636,
0.015420913696289062,1376,5037.81454477692,
0.014610052108764648,1420,3061.45008328537,
0.007887125015258789,541,3719.526673844084,
0.001277923583984375,130,1225.7829463295639,

Size,55,
Time,Length,Cost,Score,
0.015666770935058593,1446.0,7816.959985931736,76959658.08320385,
0.004189968109130859,433,4028.7556196423247,
0.020993709564208984,2074,9729.319054798689,
0.021458148956298828,1886,8842.218603864312,
0.011399984359741211,898,4414.666372421198,
0.020292043685913086,1939,12069.840278932159,

Size,70,
Time,Length,Cost,Score,
0.02013678550720215,1864.0,12296.905290956609,120945770.85098726,
0.004230976104736328,419,3612.7980638178997,
0.033782958984375,3164,19956.441054957686,
0.011592864990234375,1176,9078.309839882422,
0.015658140182495117,1137,10544.05103115365,
0.03541898727416992,3424,18292.926464971388,

Size,85,
Time,Length,Cost,Score,
0.04007863998413086,3197.2,11791.419941526692,115473616.18881236,
0.03913998603820801,3718,14725.09040352772,
0.00870513916015625,859,5236.575417130371,
0.06875491142272949,3937,16246.845772482193,
0.013796091079711914,1348,10034.569121801178,
0.06999707221984863,6124,12714.018992692,

Size,100,
Time,Length,Cost,Score,
0.03897304534912109,2594.8,17609.755113668827,174197766.1025446,
0.01153707504272461,883,6659.487348561524,
0.037490129470825195,3267,19765.45958637944,
0.04978680610656738,4223,25250.16801537713,
0.07516813278198242,3261,25556.962700313306,
0.02088308334350586,1340,10816.697917712736,

UCS
Size,10,
Time,Length,Cost,Score,
0.0007347583770751954,64.0,103.35219720691165,276354.20358865685,
0.0012531280517578125,85,172.0939216017723,
0.0007758140563964844,73,114.33370605111122,
0.0006411075592041016,65,97.51926742494106,
0.00046706199645996094,46,52.710944224880194,
0.0005366802215576172,51,80.10314673185349,

Size,25,
Time,Length,Cost,Score,
0.006112241744995117,366.8,164.92237683977655,692210.3869816309,
0.003779172897338867,286,67.13228972861543,
0.0074520111083984375,485,240.37269095191732,
0.0074880123138427734,457,240.17718986375257,
0.007960081100463867,372,122.76497811544687,
0.0038819313049316406,234,154.16473553915054,

Size,40,
Time,Length,Cost,Score,
0.011566257476806641,821.2,159.4428089928988,114175.02711515634,
0.010699033737182617,743,96.30363402888179,
0.013413190841674805,913,110.43464535847306,
0.008244037628173828,671,134.1473427345045,
0.014444112777709961,1023,204.75211541634053,
0.011030912399291992,756,251.57630742629408,

Size,55,
Time,Length,Cost,Score,
0.025664424896240233,1283.6,150.9548339014873,299606.6657884239,
0.023814916610717773,1140,157.3461093613878,
0.03491020202636719,2445,264.85614909091964,
0.0053119659423828125,373,46.02410527411848,
0.04583597183227539,1798,205.76798825757578,
0.018449068069458008,662,80.77981752343476,

Size,70,
Time,Length,Cost,Score,
0.0581507682800293,3319.2,261.8312653347384,595032.1495591634,
0.05526900291442871,3474,213.97328979335725,
0.03888416290283203,2561,153.95593882072717,
0.07618522644042969,3426,454.0816827560775,
0.060363054275512695,3720,222.40990817081183,
0.06005239486694336,3415,264.73550713271834,

Size,85,
Time,Length,Cost,Score,
0.08980879783630372,5036.2,341.15228080257657,970942.8231276077,
0.10320425033569336,6434,394.57040202614735,
0.08004283905029297,4270,492.57585679355543,
0.055275917053222656,3423,195.3530236473307,
0.10322880744934082,4976,244.15817294153385,
0.10729217529296875,6078,379.1039486043155,

Size,100,
Time,Length,Cost,Score,
0.1301560401916504,6037.8,284.1802743457665,942024.5566028017,
0.10549187660217285,6025,293.2582121323503,
0.1321721076965332,6471,349.7786302672466,
0.10030794143676758,4948,255.44177735166159,
0.16382503509521484,6759,270.37959216395393,
0.14898324012756348,5986,252.04315981362015,

Greedy Manhattan
Size,10,
Time,Length,Cost,Score,
0.0001728057861328125,10.2,101.41794338822365,257011.66494915757,
0.00019288063049316406,10,85.53726732730865,
0.0001499652862548828,9,62.937940657138824,
0.00018405914306640625,11,116.72352120280266,
0.0001671314239501953,11,98.7871778011322,
0.00016999244689941406,10,143.1038099527359,

Size,25,
Time,Length,Cost,Score,
0.0004466533660888672,18.8,186.17242057062685,904710.8019544021,
0.0004360675811767578,21,225.20606115460396,
0.0004971027374267578,16,236.85816764831543,
0.0003230571746826172,15,147.06717520952225,
0.0005819797515869141,24,142.1021329332143,
0.00039505958557128906,18,179.62856590747833,

Size,40,
Time,Length,Cost,Score,
0.0006873607635498047,37.8,174.24212005594745,262168.0430233589,
0.0007112026214599609,46,151.0829026834108,
0.0006248950958251953,39,128.65265365457162,
0.0005099773406982422,17,15.241954412776977,
0.000949859619140625,47,240.40502160787582,
0.000640869140625,40,335.82806792110205,

Size,55,
Time,Length,Cost,Score,
0.001407623291015625,62.0,235.57496579457074,1145807.656163427,
0.0017061233520507812,93,403.7521166377701,
0.0015430450439453125,43,102.13461977429688,
0.0005540847778320312,32,139.0980844013393,
0.0014159679412841797,84,273.58955160481855,
0.0018188953399658203,58,259.3004565546289,

Size,70,
Time,Length,Cost,Score,
0.000670766830444336,37.8,222.80770685663447,204794.63489137296,
0.0005548000335693359,34,134.8668152745813,
0.0010259151458740234,63,486.5549023426138,
0.0006310939788818359,34,212.7690401673317,
0.0006568431854248047,28,62.4152341671288,
0.0004851818084716797,30,217.43254233151674,

Size,85,
Time,Length,Cost,Score,
0.0022366523742675783,109.8,542.8343263557181,2987758.75816419,
0.0024111270904541016,119,534.9425962404348,
0.0014159679412841797,77,327.6742827007547,
0.0029630661010742188,128,439.7032043407671,
0.0019459724426269531,116,855.4786437470466,
0.0024471282958984375,109,556.3729047495872,

Size,100,
Time,Length,Cost,Score,
0.002855825424194336,90.4,446.50643191637937,2565278.2763292016,
0.0008950233459472656,32,204.43485201336443,
0.0035469532012939453,70,517.8583255363628,
0.0024940967559814453,70,283.1167338578962,
0.0034880638122558594,147,757.3402162338607,
0.003854990005493164,133,469.7820319404127,

Greedy Euclidean
Size,10,
Time,Length,Cost,Score,
0.0003009319305419922,9.6,119.15243741869926,434356.60526517703,
0.0001862049102783203,10,103.59446614980698,
0.00017261505126953125,6,64.60779190063477,
0.0004668235778808594,13,185.12419670820236,
0.000431060791015625,7,87.23170101642609,
0.000247955322265625,12,155.20403131842613,

Size,25,
Time,Length,Cost,Score,
0.0006877779960632324,33.5,427.1945521607995,3314932.1180025632,
0.0009758472442626953,48,443.46223175525665,

0.0007810592651367188,35,409.6909873187542,
0.0003330707550048828,17,243.05276423692703,
0.0006611347198486328,34,612.5722253322601,

Size,40,
Time,Length,Cost,Score,
0.0009226799011230469,46.0,368.21112050442025,2201858.047672697,
0.0013341903686523438,62,593.449337258935,
0.0007801055908203125,40,564.5217660069466,
0.0010209083557128906,53,294.04656233265996,
0.0008862018585205078,42,82.57885508006439,
0.0005919933319091797,33,306.45908184349537,

Size,55,
Time,Length,Cost,Score,
0.0010740280151367188,52.0,509.9731112960726,3889789.1108642137,
0.0007841587066650391,40,438.1958191841841,
0.0012061595916748047,65,599.9129078630358,
0.0008540153503417969,39,426.1227718926966,
0.0014188289642333984,62,504.7719261981547,
0.0011069774627685547,54,580.8621313422918,

Size,70,
Time,Length,Cost,Score,
0.002012825012207031,77.0,714.2218836089596,5118936.403710949,
0.0022079944610595703,105,1011.6784014366567,
0.0007421970367431641,40,304.037633005064,
0.0023920536041259766,86,802.767041826155,
0.0016438961029052734,80,769.9927832745016,
0.003077983856201172,74,682.6335585024208,

Size,85,
Time,Length,Cost,Score,
0.0028199672698974608,105.8,1169.1665323181078,9251080.818315769,
0.0022542476654052734,93,894.5821452978998,
0.003782987594604492,123,1373.838791954331,
0.0027458667755126953,105,1519.1709640435874,
0.002191781997680664,106,992.7904100250453,
0.0031249523162841797,102,1065.4503502696753,

Size,100,
Time,Length,Cost,Score,
0.007449007034301758,108.6,1211.6656261095777,10216870.223769141,
0.0023276805877685547,84,1074.6577385812998,
0.025012969970703125,138,1886.789732852485,
0.0018281936645507812,76,331.8424752401188,
0.0052032470703125,136,1762.0149162621237,
0.002872943878173828,109,1003.0232676118612,

A Star Manhattan
Size,10,
Time,Length,Cost,Score,
0.000984048843383789,60.0,104.75947805686954,290427.0122084196,
0.0009391307830810547,58,92.05729409752891,
0.0012230873107910156,68,119.49046320913837,
0.00095367431640625,56,80.7118883728981,
0.0010402202606201172,66,168.93866747617722,
0.0007641315460205078,52,62.5990771286051,

Size,25,
Time,Length,Cost,Score,
0.006576013565063476,242.6,111.15507626380494,154537.37475562107,
0.0016481876373291016,58,45.81186497051746,
0.0026340484619140625,72,49.429356737527996,
0.011337041854858398,402,188.5458916425705,
0.009164810180664062,414,172.7886475226842,
0.008095979690551758,267,99.19962044572458,

Size,40,
Time,Length,Cost,Score,
0.016879940032958986,741.6,234.35029201242796,863249.8875099769,
0.008015871047973633,343,100.40635070996359,
0.019316911697387695,547,296.9376695738174,
0.016251087188720703,836,156.94259560201317,
0.02174210548400879,1052,207.94706378364936,
0.0190737247467041,930,409.5177803926963,

Size,55,
Time,Length,Cost,Score,
0.038728189468383786,1717.8,252.66949505485317,1316753.6131663634,
0.04919099807739258,2461,308.8842948030542,
0.03614687919616699,1737,189.34346862137318,
0.05686497688293457,2661,420.20481707761064,
0.008859872817993164,483,115.98994154948741,
0.04257822036743164,1247,228.92495322274044,

Size,70,
Time,Length,Cost,Score,
0.0426849365234375,1992.2,246.04780720523559,437196.4884931397,
0.06414365768432617,2950,407.4616083665751,
0.048831939697265625,2271,308.39640493970364,
0.009198188781738281,507,128.3679861528799,
0.05043983459472656,2243,203.84593871422112,
0.04081106185913086,1990,182.16709785279818,

Size,85,
Time,Length,Cost,Score,
0.09008674621582032,3687.8,266.7323449754622,226742.26412481416,
0.1196281909942627,4461,268.2243564905366,
0.05534505844116211,2574,265.7033225748455,
0.08941888809204102,3877,241.79558745003305,
0.13470673561096191,5167,299.2368789121974,
0.05133485794067383,2360,258.70157944969833,

Size,100,
Time,Length,Cost,Score,
0.10912599563598632,4391.6,288.00554483255837,980274.1952865497,
0.12559008598327637,5624,374.2760692810407,
0.05822277069091797,2560,180.25954546406865,
0.15552306175231934,5323,318.75785859301686,
0.18393802642822266,7484,435.1362641528249,
0.022356033325195312,967,131.59798667184077,

A Star Euclidean
Size,10,
Time,Length,Cost,Score,
0.0010169029235839843,54.6,84.56399701788469,88472.20178337078,
0.0008709430694580078,48,67.60459005832672,
0.001516103744506836,82,141.32070422172546,
0.0008988380432128906,48,66.50127410888672,
0.0011680126190185547,61,112.93366502671049,
0.0006306171417236328,34,34.45975167377398,

Size,25,
Time,Length,Cost,Score,
0.007625579833984375,281.6,143.38566648700652,476843.28250786074,
0.010594844818115234,219,118.27396477971703,
0.0071353912353515625,342,132.82709853191406,
0.006368875503540039,327,159.2781135183759,
0.010869026184082031,359,194.4296806748025,
0.003159761428833008,161,112.11947493022308,

Size,40,
Time,Length,Cost,Score,
0.019408559799194335,802.0,203.40872498229146,553834.2476836263,
0.030756711959838867,1355,359.6323956758715,
0.0038530826568603516,177,78.35183543851599,
0.0110931396484375,440,247.23638274008408,
0.032148122787475586,1318,234.8837637458928,
0.019191741943359375,720,96.93924731109291,

Size,55,
Time,Length,Cost,Score,
0.034194135665893556,1373.4,256.78612037488637,1357919.670716116,
0.051695823669433594,2063,206.533765909262,
0.015225887298583984,650,94.81981340562925,
0.05592489242553711,2298,228.278869476635,
0.014130115509033203,687,343.78754680676866,
0.03399395942687988,1169,410.51060627613697,

Size,70,
Time,Length,Cost,Score,
0.04767937660217285,1811.6,202.32824339285216,0.8637595865249633,
0.08027005195617676,2776,263.9962282916531,
0.10375666618347168,4026,334.8990215354461,
0.025007009506225586,1074,141.33523385971785,
0.014966964721679688,645,104.61573287146166,
0.014396190643310547,537,166.79500040598214,

Size,85,
Time,Length,Cost,Score,
0.10343027114868164,3650.0,248.52375985553954,44656.86591145769,
0.1304943561553955,4851,304.8290196340531,
0.06524300575256348,1701,206.21355110546574,
0.08849501609802246,3434,204.30779852787964,
0.15126490592956543,5636,337.2455901611829,
0.08165407180786133,2628,190.02283984911628,

Size,100,
Time,Length,Cost,Score,
0.16076321601867677,5245.2,384.83691173493355,1948591.5042852839,
0.10751104354858398,3913,357.33505861411686,
0.16187286376953125,5187,428.2329139992362,
0.17492413520812988,5940,546.2940711653828,
0.1305091381072998,4549,277.1973740629619,
0.22899889945983887,6637,315.1251408329699,

Beam=1
Size,10,
Time,Length,Cost,Score,
0.0034658432006835936,62.8,109.33622662137641,336194.49943960854,
0.002989053726196289,65,101.31213131826371,
0.001996755599975586,35,80.11758595705032,
0.003473997116088867,71,104.7224028192322,
0.005021333694458008,76,173.36138248443604,
0.0038480758666992188,67,87.16763052789972,

Size,25,
Time,Length,Cost,Score,
0.01627492904663086,242.0,116.99393000333949,212925.9355828859,
0.028841018676757812,379,157.2574535314925,
0.013916969299316406,269,127.16778352324397,
0.010382652282714844,174,105.17051660854847,
0.020678043365478516,267,109.10384587012231,
0.007555961608886719,121,86.2700504832901,

Size,40,
Time,Length,Cost,Score,
0.05091590881347656,675.0,165.4276236131387,174023.4220178336,
0.07294392585754395,1202,249.21587478602305,
0.05431079864501953,685,188.22840589564294,
0.035012006759643555,603,131.14983458071947,
0.06047797203063965,729,167.7906633860293,
0.03183484077453613,156,90.75333941727877,

Size,55,
Time,Length,Cost,Score,
0.11179437637329101,1075.6,312.3958487625765,1914017.6874310705,
0.1561110019683838,1942,456.85788184404373,
0.22496581077575684,1491,499.0700167783398,
0.06969499588012695,632,235.7662202627398,
0.06467890739440918,977,245.92793789925054,
0.04352116584777832,336,124.35718702850863,

Size,70,
Time,Length,Cost,Score,
0.16075401306152343,1933.8,457.8092246381566,2554812.9211141486,
0.18938803672790527,2319,516.6669199964963,
0.0750131607055664,1126,223.63700826186687,
0.25453710556030273,2553,680.7890091184527,
0.15546488761901855,1912,451.93086040439084,
0.12936687469482422,1759,416.0223254095763,

Size,85,
Time,Length,Cost,Score,
0.258679723739624,3317.6,358.2552171803545,1141976.2459132255,
0.20499396324157715,2763,232.3319719475694,
0.19159984588623047,2215,667.9644210124388,
0.4894261360168457,5792,443.2492476271,
0.2878079414367676,4238,281.02581452345476,
0.11957073211669922,1580,166.70463079120964,

Size,100,
Time,Length,Cost,Score,
0.43555316925048826,4983.2,274.9770082789182,850005.741858454,
0.3820528984069824,4433,260.67455192212947,
0.1876993179321289,2494,190.8462028449867,
0.3709137439727783,5138,254.24163250994752,
0.6154868602752686,6539,344.14600795833394,
0.6216130256652832,6312,324.9766461591935,

Beam=2
Size,10,
Time,Length,Cost,Score,
0.001998281478881836,47.4,119.04251286793223,433257.3606758027,
0.0022382736206054688,48,132.90929585695267,
0.0009860992431640625,28,44.33808969500021,
0.0010559558868408203,38,89.57994818687439,
0.003854990005493164,65,184.5815858244896,
0.001856088638305664,58,143.8036447763443,

Size,25,
Time,Length,Cost,Score,
0.014542245864868164,311.6,238.89539388726843,1431940.5803504852,
0.003667116165161133,94,120.1698348245445,
0.009759902954101562,248,223.28692585229874,
0.03450489044189453,441,122.67813286045566,
0.010673284530639648,314,298.34166929125786,
0.014106035232543945,461,430.0004066077854,

Size,40,
Time,Length,Cost,Score,
0.008923768997192383,259.0,148.0253157795938,0.02311256170272827,
0.002552032470703125,79,57.209323367569596,
0.00914311408996582,283,134.42769734887406,
0.015518903732299805,478,345.8450172864832,
0.009319782257080078,287,110.44544949894771,
0.008085012435913086,168,92.19909139609442,

Size,55,
Time,Length,Cost,Score,
0.026910781860351562,735.2,310.7015275194841,1897073.4703879023,
0.030531883239746094,660,320.18047631252557,
0.018993854522705078,525,125.47451705904678,
0.024327993392944336,663,258.20541623281315,
0.01910710334777832,625,237.30570997743413,
0.041593074798583984,1203,612.3415180156007,

Size,70,
Time,Length,Cost,Score,
0.03522992134094238,829.6,290.3993557509966,880711.415848872,
0.02909374237060547,744,224.1675208043307,
0.02667689323425293,515,201.16797026479617,
0.03251004219055176,800,392.8029131423682,
0.035054922103881836,826,260.7136118737981,
0.05281400680541992,1263,373.14476266968995,

Size,85,
Time,Length,Cost,Score,
0.602731466293335,2597.8,270.14328308877884,260863.98079698518,
0.028198957443237305,781,212.5313613563776,
0.027338027954101562,731,152.40505581605248,
1.5029020309448242,5787,379.6190181367274,
1.4137852191925049,4702,345.6875978107564,
0.041433095932006836,988,260.47338232398033,

Size,100,
Time,Length,Cost,Score,
0.32765932083129884,2417.0,371.3106168389786,1813328.0424993122,
1.40059494972229,6148,317.21002800331917,
0.036582231521606445,980,311.10131485853344,
0.07877779006958008,2138,442.9872767388588,
0.08250880241394043,1699,525.0375951826572,
0.03983283042907715,1120,260.2168694115244,

Beam=3
Size,10,
Time,Length,Cost,Score,
0.002749013900756836,70.8,124.07137022892928,483545.9352848896,
0.002214193344116211,78,143.63406149371073,
0.0019600391387939453,66,103.69698559565947,
0.0038738250732421875,84,172.20312014222145,
0.002780914306640625,67,112.91191806717322,
0.002916097640991211,59,87.91076584588154,

Size,25,
Time,Length,Cost,Score,
0.006615352630615234,205.6,95.70134038358373,0.013601165008544924,
0.0017290115356445312,57,24.990975087774103,
0.004252910614013672,151,81.14378408462287,
0.014009952545166016,394,148.61558813368902,
0.009596824645996094,313,170.5180706572719,
0.0034880638122558594,113,53.23828395456076,

Size,40,
Time,Length,Cost,Score,
0.019524621963500976,601.6,164.7959931470228,167706.8911344159,
0.02613091468811035,801,128.8616483286023,
0.03021383285522461,928,151.4284173818305,
0.014065027236938477,452,349.14363175098333,
0.005156278610229492,129,54.68494185945019,
0.022057056427001953,698,139.86132641424774,

Size,55,
Time,Length,Cost,Score,
0.07104353904724121,1898.0,292.408495221287,1714144.2979642344,
0.08947086334228516,2061,268.1837701261975,
0.09810709953308105,2691,552.0516698830761,
0.06385588645935059,1841,313.1716608325951,
0.03926396369934082,1056,131.82037533726543,
0.06451988220214844,1841,196.81499992730096,

Size,70,
Time,Length,Cost,Score,
0.12853798866271973,3152.0,283.8514763424173,815236.381013054,
0.1655411720275879,3442,288.4879932459444,
0.18219900131225586,4289,370.7066712761298,
0.10160684585571289,2786,233.5355270281434,
0.0777139663696289,2132,178.72441008221358,
0.11562895774841309,3111,347.80278007965535,

Size,85,
Time,Length,Cost,Score,
0.18670716285705566,4581.2,297.4035000895383,533459.046475093,
0.1399548053741455,3318,242.06959420116618,
0.18241596221923828,5007,272.91319081094116,
0.20744705200195312,4571,278.13435841700993,
0.20017099380493164,4772,325.1562085887417,
0.20354700088500977,5238,368.7441484298324,

Size,100,
Time,Length,Cost,Score,
0.2205273151397705,5715.6,309.0122584644123,1190349.1436870887,
0.19042015075683594,5194,352.244025975815,
0.13868403434753418,3769,302.02648946782574,
0.21964621543884277,5584,278.5103718069149,
0.29267406463623047,7052,273.9681632122665,
0.2612121105194092,6979,338.3122418592393,

Beam=4
Size,10,
Time,Length,Cost,Score,
0.0018872261047363282,59.4,96.63041745319133,209136.4067022205,
0.002596139907836914,72,110.6986078619957,
0.0016598701477050781,65,116.63845410271094,
0.001483917236328125,55,103.12212288379669,
0.0014431476593017578,39,45.775523685650086,
0.0022530555725097656,66,106.91737873180315,

Size,25,
Time,Length,Cost,Score,
0.008496999740600586,266.6,103.02886335724688,73275.2523896328,
0.006798267364501953,238,115.09711908409372,
0.011063098907470703,391,152.5676203838411,
0.012414932250976562,294,84.3859132588841,
0.010757684707641602,359,127.84243929432705,
0.0014510154724121094,51,35.25122476508841,

Size,40,
Time,Length,Cost,Score,
0.02002720832824707,460.6,196.95983243733644,489345.25882274803,
0.02235126495361328,428,80.42737083742395,
0.014380216598510742,423,92.81808858504519,
0.01564478874206543,511,160.81885531079024,
0.034723758697509766,543,323.7311489903368,
0.013036012649536133,398,327.00369846308604,

Size,55,
Time,Length,Cost,Score,
0.034041976928710936,972.4,144.14948898693547,231553.21823853138,
0.003850221633911133,134,38.91586073907092,
0.09404587745666504,2668,367.7434608573094,
0.04200601577758789,1218,150.1689019636251,
0.021271944046020508,633,98.4508083248511,
0.009035825729370117,209,65.46841304982081,

Size,70,
Time,Length,Cost,Score,
0.10912995338439942,2845.2,299.79520099866204,974672.6810235325,
0.12331390380859375,2659,406.47811400005594,
0.12889599800109863,3489,299.4197946495842,
0.0739281177520752,2024,230.9600546490401,
0.09272289276123047,2542,260.23530857870355,
0.12678885459899902,3512,301.8827331159264,

Size,85,
Time,Length,Cost,Score,
0.14643197059631347,3852.2,325.44142245754483,813835.357578985,
0.1114356517791748,3071,330.1376114983577,
0.19776511192321777,5286,313.67601820544223,
0.08591198921203613,2329,176.8703377910424,
0.20023608207702637,5306,477.06083568627946,
0.1368110179901123,3269,329.46230910660233,

Size,100,
Time,Length,Cost,Score,
0.23633618354797364,5271.0,307.04629420355195,1170689.3538994961,
0.14802002906799316,3477,252.00936888344586,
0.15463900566101074,4223,273.7831415666733,
0.24642729759216309,5554,371.3371161375835,
0.2865939140319824,6745,380.4775679290469,
0.34600067138671875,6356,257.6242765010102,

Dijkstras Full
Size,10,
Time,Length,Cost,Score,
0.001169729232788086,86.6,91.06037314488931,153435.96351117353,
0.001127004623413086,87,112.68778279423714,
0.0011281967163085938,86,97.42301166057587,
0.00116729736328125,86,90.86183488368988,
0.0012640953063964844,86,34.45975167377398,
0.0011620521545410156,88,119.86948471216962,

Size,25,
Time,Length,Cost,Score,
0.009984016418457031,559.0,96.07542866980657,3740.938672880211,
0.008243799209594727,559,94.629575998988,
0.009351968765258789,559,112.73968587862328,
0.008812189102172852,559,63.20199564099312,
0.007797956466674805,559,78.59926668461412,
0.015714168548583984,559,131.20661914581433,

Size,40,
Time,Length,Cost,Score,
0.023610353469848633,1436.6,229.17151011759415,811462.2825663415,
0.02651190757751465,1438,28.548422700259835,
0.023200035095214844,1437,173.33425651537254,
0.024229764938354492,1436,167.67179792979732,
0.0221402645111084,1436,308.6607033968903,
0.02196979522705078,1436,467.64237004565075,

Size,55,
Time,Length,Cost,Score,
0.04541788101196289,2719.4,209.56164796790108,885675.7121178601,
0.04589390754699707,2719,103.2703239354305,
0.0460047721862793,2719,130.9409094345756,
0.04630875587463379,2720,277.54554335726425,
0.04323005676269531,2720,311.3164090295322,
0.045651912689208984,2719,224.73505408270285,

Size,70,
Time,Length,Cost,Score,
0.07450757026672364,4405.8,309.84878555336036,1075208.7042596128,
0.07447624206542969,4407,461.09658176545054,
0.0753488540649414,4406,252.14069192879833,
0.07419085502624512,4404,281.28881430253386,
0.07316207885742188,4405,268.3169141924009,
0.07535982131958008,4407,286.4009255776182,

Size,85,
Time,Length,Cost,Score,
0.11501922607421874,6497.6,297.24319196271244,531854.8852675232,
0.11201095581054688,6495,244.19883542577736,
0.11215806007385254,6499,262.8077756264247,
0.11332893371582031,6499,314.70872491481714,
0.11097311973571777,6497,377.6994349731831,
0.12662506103515625,6498,286.80118887335993,

Size,100,
Time,Length,Cost,Score,
0.16170592308044435,8993.8,373.7839048183523,1838067.546274575,
0.1569058895111084,8994,405.1604550186312,
0.16292500495910645,8995,280.31530235835817,
0.15570473670959473,8992,248.17565083620138,
0.17714405059814453,8995,380.5277759023011,
0.15584993362426758,8993,554.7403399762698,

Dijkstras
Size,10,
Time,Length,Cost,Score,
0.0005362510681152343,59.2,75.71677689507051,0.0003174606323242187,
0.0004937648773193359,63,73.01624402403831,
0.0009253025054931641,71,111.89703986048698,
0.0003790855407714844,51,55.00077020077512,
0.00047707557678222656,66,88.83292615413666,
0.00040602684020996094,45,49.8369042359154,

Size,25,
Time,Length,Cost,Score,
0.002723550796508789,360.2,131.91415161147597,362128.12208915246,
0.003204822540283203,417,131.03225724538788,
0.0014557838439941406,171,46.046603510621935,
0.0030379295349121094,391,148.55965197086334,
0.003139972686767578,430,198.1308322410041,
0.002779245376586914,392,135.8014130895026,

Size,40,
Time,Length,Cost,Score,
0.00843806266784668,997.6,169.887684044295,218623.76682512535,
0.011045217514038086,1382,241.32064097793773,
0.00929117202758789,1010,191.29567447517545,
0.007391929626464844,823,103.39689725311473,
0.007337093353271484,867,199.6464892756194,
0.007124900817871094,906,113.77871823962778,

Size,55,
Time,Length,Cost,Score,
0.02234368324279785,2492.4,294.13737453959766,1731432.2996349307,
0.016756057739257812,1878,197.37923357170075,
0.024038314819335938,2689,398.7560516582744,
0.022378921508789062,2650,287.2192385257222,
0.0251309871673584,2552,245.13150996761397,
0.023414134979248047,2693,342.200838974677,

Size,70,
Time,Length,Cost,Score,
0.030431795120239257,3221.8,211.71844531665556,93902.99968960922,
0.03588604927062988,4049,294.01591771049425,
0.04295086860656738,4340,298.37242823210545,
0.023723840713500977,2680,158.48910278175026,
0.03459310531616211,3842,205.50909752491862,
0.015005111694335938,1198,102.20568033400923,

Size,85,
Time,Length,Cost,Score,
0.04531426429748535,4088.2,244.05845078488346,1.8525377530097962,
0.07970142364501953,5963,374.7792901599314,
0.0373079776763916,3490,181.83876874507405,
