BFS
Size,10,
Time,Length,Cost,Score,
0.0006637621899040378,67.53061224489795,134.27693469202748,451642.1991684962,
0.001239776611328125,70,152.20832839608192,
0.000453948974609375,25,75.30451387166977,
0.0016698837280273438,79,142.79100269079208,
0.001032114028930664,61,108.11981856822968,
0.0013129711151123047,85,185.47779321670532,
0.001065969467163086,76,140.29691755771637,
0.0009698867797851562,72,139.23752546310425,
0.0003209114074707031,29,81.50150388479233,
0.0009329319000244141,83,204.48652267456055,

0.0006229877471923828,67,117.79902689158916,
0.0004031658172607422,47,73.68382573127747,
0.0004715919494628906,57,180.1941105723381,
0.0006220340728759766,75,183.90278488397598,
0.0003409385681152344,42,76.22624158859253,
0.0005280971527099609,66,75.07136262953281,
0.0006668567657470703,82,225.70520639419556,
0.0006079673767089844,74,205.48764556646347,
0.0006048679351806641,76,186.10641717910767,
0.0004937648773193359,60,137.71994143724442,
0.0007541179656982422,82,149.32765424251556,
0.0003979206085205078,48,81.36765226721764,
0.0005397796630859375,68,131.3578748703003,
0.0007510185241699219,77,91.55639916658401,
0.0006818771362304688,83,152.22849011421204,
0.0006320476531982422,76,114.19900327920914,
0.0006392002105712891,80,121.97940409183502,
0.0003693103790283203,29,63.618385791778564,
0.0006687641143798828,81,124.51663859188557,
0.0006208419799804688,76,139.21648263931274,
0.0005681514739990234,70,171.89816236495972,
0.0006239414215087891,78,111.5863154718572,
0.0007412433624267578,86,240.43869584798813,
0.0006761550903320312,84,152.05295473337173,
0.0005869865417480469,71,148.27263683080673,
0.0006542205810546875,81,175.3315119445324,
0.0008471012115478516,82,250.0462406873703,
0.0005660057067871094,65,72.28642992675304,
0.0007879734039306641,47,98.1166398525238,
0.0006120204925537109,52,73.99002939462662,
0.0005259513854980469,64,138.57878744602203,
0.0003452301025390625,41,89.48907405138016,
0.0006997585296630859,86,155.137307792902,
0.0005900859832763672,73,115.48787020146847,
0.0004019737243652344,49,93.41225802898407,
0.0006039142608642578,74,130.8815147727728,
0.0006330013275146484,78,163.48615139722824,
0.0004668235778808594,58,65.66601799967245,
0.0006730556488037109,81,152.9558327794075,
0.0005052089691162109,63,119.76689413189888,

Size,25,
Time,Length,Cost,Score,
0.004003067016601563,418.96,314.62803656081667,1878254.9162722318,
0.004470109939575195,500,168.61857153475285,
0.001711130142211914,184,139.3816251307726,
0.003204822540283203,339,353.65916177630424,
0.004656076431274414,465,393.54937992990017,
0.004161834716796875,457,512.2893762588501,
0.005174875259399414,499,488.49433712661266,
0.0037260055541992188,401,239.72553346306086,
0.004710197448730469,535,343.29592913389206,
0.004395723342895508,431,177.01158184558153,
0.0033190250396728516,377,209.44573670625687,
0.0009200572967529297,108,147.90791541337967,
0.0034379959106445312,391,461.7930382490158,
0.0014553070068359375,169,142.81893610954285,
0.0026960372924804688,316,364.31218922138214,
0.003385782241821289,384,337.3241123557091,
0.005021810531616211,548,225.59000039706007,
0.0050470829010009766,408,460.3258064389229,
0.003702878952026367,435,434.36766654253006,
0.004477977752685547,529,162.13875755667686,
0.004744291305541992,538,524.3620941415429,
0.002335071563720703,274,280.11711448431015,
0.004646778106689453,521,285.0218899548054,
0.0044879913330078125,424,157.5880159623921,
0.0034248828887939453,361,206.03361435234547,
0.0020699501037597656,246,189.652778506279,
0.0037958621978759766,441,256.1642226576805,
0.007077932357788086,502,290.9747902303934,
0.0069789886474609375,517,395.4940246324986,
0.002445697784423828,242,154.65256042778492,
0.005570173263549805,553,483.99494033306837,
0.005633831024169922,492,102.45117279700935,
0.0032601356506347656,372,361.8604642152786,
0.005115032196044922,466,372.82453268766403,
0.00477910041809082,535,351.0088985413313,
0.004692792892456055,528,340.46064488589764,
0.004744052886962891,543,570.2204940095544,
0.005058765411376953,532,523.2705861702561,
0.005873918533325195,530,276.56559113413095,
0.002295970916748047,222,210.39641350507736,
0.004818916320800781,557,565.0360088422894,
0.003042936325073242,360,302.7522630756721,
0.0035059452056884766,386,353.4037345647812,
0.0029637813568115234,346,325.9749734401703,
0.004589080810546875,519,202.84621506929398,
0.0037419795989990234,374,344.2421740293503,
0.004477977752685547,441,240.4240556806326,
0.0046808719635009766,544,523.5978087410331,
0.0026700496673583984,315,321.4778445661068,
0.0031430721282958984,347,196.72963254153728,
0.0038127899169921875,444,259.75261867046356,

Size,40,
Time,Length,Cost,Score,
0.011664800643920899,1169.62,425.1232389396988,2618411.951080163,
0.011693000793457031,1316,381.62259304895997,
0.013222932815551758,1376,522.3114720359445,
0.01308584213256836,1373,646.9807804282755,
0.01285696029663086,1147,260.45167858712375,
0.010830163955688477,1171,427.1551570133306,
0.011039972305297852,1103,574.464514888823,
0.014625072479248047,1368,430.98448690027,
0.012095928192138672,1330,565.8300595544279,
0.014309167861938477,1335,646.8513107020408,
0.008139848709106445,857,273.0333175510168,
0.013234138488769531,1413,460.3395206294954,
0.010976076126098633,1137,392.89776507765055,
0.011202096939086914,996,243.02190348738804,
0.011988401412963867,1345,596.7027611844242,
0.013177871704101562,1201,243.30618504434824,
0.009104013442993164,874,270.8138421177864,
0.015324115753173828,972,437.1257219463587,
0.009076118469238281,927,372.09212763234973,
0.012727975845336914,1114,295.1326493918896,
0.012230157852172852,1334,454.4003889709711,
0.013428926467895508,1189,521.6197815164924,
0.0101470947265625,1075,622.1853409521282,
0.01214909553527832,1352,354.602559953928,
0.012911081314086914,1231,301.1789092607796,
0.011267900466918945,993,455.57380590587854,
0.006639003753662109,677,324.073164537549,
0.010299205780029297,1102,610.9650631248951,
0.012168169021606445,1340,523.8518072292209,
