BFS
Size,40,
Time,Length,Cost,Score,
0.01581740379333496,1376.8,44.733333333333334,55333.55110734874,
0.018049001693725586,1567,65,
0.020618915557861328,1586,46,
0.011487960815429688,1106,28,
0.019535064697265625,1588,51,
0.018517017364501953,1341,33,
0.01455998420715332,1429,43,
0.008194684982299805,858,32,
0.014566183090209961,1157,38,
0.015887022018432617,1383,40,
0.01651787757873535,1490,37,
0.01816082000732422,1599,74,
0.01796102523803711,1584,69,
0.013738393783569336,1401,35,
0.015604972839355469,1143,43,
0.013862133026123047,1420,37,

Size,55,
Time,Length,Cost,Score,
0.03244935671488444,2533.4666666666667,64.73333333333333,124000.8220936359,
0.031500816345214844,2562,59,
0.03505396842956543,2174,56,
0.03232693672180176,2921,83,
0.03325605392456055,2599,58,
0.031902313232421875,2987,86,
0.02750706672668457,2124,46,
0.03227496147155762,2852,83,
0.033566951751708984,2738,75,
0.03203010559082031,2983,91,
0.0352330207824707,2960,84,
0.05020594596862793,2651,71,
0.03819108009338379,2896,61,
0.01654505729675293,1258,28,
0.03392314910888672,2439,57,
0.023222923278808594,1858,33,

Size,70,
Time,Length,Cost,Score,
0.1772558848063151,3239.266666666667,60.6,5.74179079123603,
0.18708491325378418,4137,82,
0.3009312152862549,2454,50,
0.21148204803466797,1943,34,
0.35231781005859375,2707,55,
0.2580270767211914,4214,77,
0.24232006072998047,2821,55,
0.2561378479003906,3963,74,
0.19609618186950684,4155,64,
0.10068106651306152,1265,28,
0.11773991584777832,2994,52,
0.05187797546386719,2470,43,
0.10766220092773438,4442,90,
0.08878111839294434,4771,100,
0.0616757869720459,2878,42,
0.1260230541229248,3375,63,

DFS
Size,40,
Time,Length,Cost,Score,
0.009908580780029297,740.6,454.8,4156000.0733829495,
0.009404182434082031,973,774,
0.00790095329284668,593,469,
0.0063018798828125,363,328,
0.006850004196166992,490,274,
0.004094839096069336,448,386,
0.011558771133422852,970,672,
0.0040340423583984375,372,340,
0.013783693313598633,1332,413,
0.009773015975952148,1009,697,
0.007620096206665039,505,394,
0.004427194595336914,452,425,
0.002109050750732422,212,210,
0.007964849472045898,666,493,
0.014536857604980469,1207,499,
0.0382692813873291,1517,448,

Size,55,
Time,Length,Cost,Score,
0.03123772939046224,1421.4666666666667,828.2,7758667.1107005775,
0.006586790084838867,518,410,
0.0069561004638671875,594,416,
0.0280611515045166,2088,1508,
0.010429859161376953,740,545,
0.024075984954833984,2121,1482,
0.008592844009399414,675,632,
0.040325164794921875,1659,504,
0.03906083106994629,2073,928,
0.008350849151611328,558,495,
0.052285194396972656,2872,624,
0.010390996932983398,465,408,
0.04942584037780762,1227,973,
0.022872209548950195,1792,1258,
0.02660512924194336,1574,1194,
0.13454699516296387,2366,1046,

Size,70,
Time,Length,Cost,Score,
0.20002681414286297,2820.866666666667,1022.4,9618005.642489724,
0.05109691619873047,964,744,
0.3119971752166748,2824,2196,
0.46501612663269043,1822,1510,
0.4910249710083008,4892,214,
0.09710478782653809,1165,969,
0.35091519355773926,4160,1853,
0.017754077911376953,870,594,
0.21138572692871094,2988,1356,
0.2145099639892578,4818,460,
0.007539987564086914,241,236,
0.22937512397766113,4147,866,
0.2318429946899414,4281,1246,
0.14721202850341797,3676,2036,
0.018635988235473633,847,706,
0.15499114990234375,4618,350,

A Star
Size,40,
Time,Length,Cost,Score,
0.016399733225504556,565.7333333333333,42.266666666666666,30666.75944542406,
0.019711971282958984,677,45,
0.025474071502685547,881,55,
0.008650064468383789,308,31,
0.016453266143798828,626,43,
0.01685309410095215,610,42,
0.012961864471435547,325,33,
0.02396106719970703,866,53,
0.011205196380615234,416,39,
0.006918191909790039,224,32,
0.014299154281616211,497,41,
0.024986982345581055,725,46,
0.018218994140625,699,50,
0.02072286605834961,734,46,
0.010984182357788086,333,37,
0.01459503173828125,565,41,

Size,55,
Time,Length,Cost,Score,
0.043952226638793945,870.8666666666667,52.333333333333336,0.38276529105504353,
0.11815404891967773,843,51,
0.05663895606994629,1497,78,
0.014904975891113281,461,42,
0.04683709144592285,1064,58,
0.021955013275146484,373,34,
0.06776094436645508,1191,58,
0.03135275840759277,1035,58,
0.006066322326660156,214,41,
0.03534221649169922,650,44,
0.06988906860351562,1163,62,
0.06146883964538574,1591,67,
0.07855105400085449,1392,65,
0.017828941345214844,576,41,
0.015829086303710938,484,47,
0.016704082489013672,529,39,

Size,70,
Time,Length,Cost,Score,
0.0827996571858724,1770.5333333333333,72.13333333333334,115334.79932886375,
0.09493112564086914,1472,65,
0.07067012786865234,1127,66,
0.06391716003417969,1445,64,
0.2849438190460205,3175,99,
0.15196800231933594,2261,81,
0.11542725563049316,1778,72,
0.06809806823730469,2135,80,
0.05387091636657715,1752,73,
0.02865886688232422,1012,54,
0.06375813484191895,2034,76,
0.06431174278259277,2163,83,
0.037178754806518555,1323,65,
0.04771113395690918,1578,68,
0.07629585266113281,2500,85,
0.020253896713256836,803,51,

Dijkstras
Size,40,
Time,Length,Cost,Score,
0.013721211751302084,1324.3333333333333,39.2,0.18171458095974394,
0.013093948364257812,1352,44,
0.013835906982421875,1544,52,
0.012465238571166992,1301,35,
0.013555049896240234,1495,61,
0.015264034271240234,1567,44,
0.0134429931640625,1562,36,
0.014829874038696289,1447,48,
0.012000799179077148,1300,32,
0.012009859085083008,1466,40,
0.009050130844116211,603,17,
0.017240047454833984,1553,59,
0.011084794998168945,1258,29,
0.01404118537902832,957,35,
0.01967930793762207,958,22,
0.014225006103515625,1502,34,

Size,55,
Time,Length,Cost,Score,
0.034400590260823566,2623.4666666666667,62.266666666666666,99334.23582135193,
0.03335690498352051,2018,34,
0.049150943756103516,2584,67,
0.04490065574645996,2445,66,
0.03158092498779297,2998,78,
0.055563926696777344,2843,74,
0.026699066162109375,2921,77,
0.025609254837036133,2468,55,
0.02866220474243164,2876,72,
0.02868795394897461,2651,50,
0.027610063552856445,2826,79,
0.02538013458251953,2078,52,
0.023114919662475586,2438,62,
0.03301572799682617,3003,62,
0.04715704917907715,2835,64,
0.03551912307739258,2368,42,

Size,70,
Time,Length,Cost,Score,
0.04567864735921224,4008.866666666667,74.13333333333334,135335.16452940114,
0.06852579116821289,4810,100,
0.046247005462646484,4703,93,
0.04661130905151367,4393,81,
0.03718900680541992,2467,37,
0.05050230026245117,3665,63,
0.04800105094909668,4543,93,
0.04684782028198242,4615,93,
0.05776095390319824,4006,65,
0.034832000732421875,2364,39,
0.04546213150024414,4605,78,
0.04954814910888672,4824,98,
0.04040217399597168,4337,66,
0.03745889663696289,3601,82,
0.03029918670654297,2903,45,
0.045491933822631836,4297,79,

Bidirectional
Size,40,
Time,Length,Cost,Score,
0.016789706548055013,457.1333333333333,43.4,42000.07675134516,
0.03841590881347656,940,66,
0.0034151077270507812,134,24,
0.02594590187072754,638,52,
0.0014660358428955078,56,22,
0.0074498653411865234,229,33,
0.0037870407104492188,115,23,
0.011374711990356445,401,43,
0.019593238830566406,559,50,
0.013181924819946289,432,43,
