Beam=1
Size,40,
Time,Length,Cost,Score,
0.15257000923156738,3004,512.4088514875621,

Size,85,
Time,Length,Cost,Score,
0.14442110061645508,3671.6,240.68079594348092,5.3025651302337655,
0.12256217002868652,3323,220.2900873462204,
0.12358593940734863,2782,284.8126633971697,
0.08923697471618652,2234,160.88102502166294,
0.19435906410217285,4837,298.9772492204793,
0.19236135482788086,5182,238.4429547318723,

Size,100,
Time,Length,Cost,Score,
0.17512693405151367,4527.2,319.1375511012113,318988.015453271,
0.3271658420562744,7133,379.8937177692169,
0.11442995071411133,3152,374.1969046403283,
0.20461082458496094,5831,378.71931713059894,
0.10512900352478027,2890,233.39670174464118,
0.1242990493774414,3630,229.48111422127113,

