BFS
Size,65,
Time,Length,Cost,Score,
0.06780753135681153,2912.2,589.7967737142462,3909352.8076594127,
0.06545686721801758,2855,453.2858421653509,
0.15634489059448242,4004,843.7165359361097,
0.11054372787475586,2768,576.0995404422283,
0.07911300659179688,2804,634.6646310389042,
0.07051396369934082,2334,666.725090907421,
0.047225236892700195,3466,540.8114701509476,
0.03595995903015137,2746,392.5565982609987,
0.033040761947631836,2166,619.8761037737131,
0.05000710487365723,3528,540.5068307742476,
0.029869794845581055,2451,629.7250936925411,

Size,75,
Time,Length,Cost,Score,
0.07241401672363282,4573.7,704.692596363835,4901861.061681104,
0.0693199634552002,4760,560.6623983196914,
0.09207510948181152,4436,783.5090270102955,
0.06716418266296387,4320,771.5802331420127,
0.0694427490234375,4552,632.716329228133,
0.05444502830505371,4014,631.8036533519626,
0.06242108345031738,4380,671.5912138111889,
0.06824803352355957,4753,838.2966316770762,
0.06692290306091309,4671,623.6618930997793,
0.10675501823425293,5366,828.4831540519372,
0.06734609603881836,4485,704.6214299462736,

Size,85,
Time,Length,Cost,Score,
0.08762152194976806,5738.7,790.1974693278316,5871455.944022862,
0.13301897048950195,6740,740.0401610741392,
0.09389591217041016,6663,1120.5047498526983,
0.11229491233825684,5627,845.4043857520446,
0.07048606872558594,5365,695.3504464030266,
0.0845639705657959,6683,766.0560879483819,
0.09698700904846191,6541,916.4908282086253,
0.06449007987976074,4714,589.087317190133,
0.06131911277770996,4219,594.0332427620888,
0.056905269622802734,4454,830.3554469347,
0.10225391387939453,6381,804.6520271524787,

Size,95,
Time,Length,Cost,Score,
0.10689945220947265,7135.0,1039.5139808391687,8194691.835136324,
0.11327481269836426,7198,787.5878643756732,
0.07598590850830078,4859,793.8474651239812,
0.08118915557861328,5910,725.7247415464371,
0.08018612861633301,5194,641.7408794537187,
0.14436697959899902,8102,1387.2995598544367,
0.1375727653503418,8463,1105.809619165957,
0.09044408798217773,6519,890.7592191360891,
0.11430978775024414,8099,1699.324662052095,
0.11849093437194824,8601,963.5335190221667,
0.1131739616394043,8405,1399.5122786611319,

Size,105,
Time,Length,Cost,Score,
0.11842555999755859,7925.4,1030.6312862584018,8033206.291178312,
